Pl.	Dos	Nom	Club	Sx	Cat	Par cat.	5km	10km	12km	15km	Temps
2928.	11169	FRBRADELLE ANNE	XVe ATHLETIC CLUB	Femme	M2F	15	0:22:34	0:44:34	0:56:21		1:35:28
2929.	6129	FRSTAIB ARNAUD		Homme	M2H	190	0:22:51	0:44:55	0:56:45	1:07:59	1:35:28
2930.	1683	FRSANGNIER SÉBASTIEN	ASC BNP PARIBAS PARIS	Homme	SEH	1471	0:23:57	0:46:37		1:08:55	1:35:28
2931.	8851	FRBONILLA CLARA		Femme	SEF	169	0:22:07	0:44:08	0:56:08	1:07:28	1:35:29
2932.	8731	FRAUBIGEON SEBASTIEN		Homme	M1H	273	0:23:01	0:45:17	0:56:59	1:08:02	1:35:29
2933.	3658	FRGUEZENNEC PAUL-ANDRÉ		Homme	M0H	442	0:22:59	0:45:09	0:56:46	1:07:48	1:35:29
2934.	1869	FRBONY EMERIC		Homme	SEH	1472	0:21:18	0:42:42	0:54:38	1:06:07	1:35:30
2935.	3739	FRHAURET SÉBASTIEN		Homme	SEH	1473	0:21:32	0:43:06	0:54:55	1:07:45	1:35:30
2936.	11123	FRECOURTEMER ALICE		Femme	SEF	170	0:23:54	0:46:25	0:58:08	1:09:03	1:35:30
2937.	1024	ITBICI ELTON		Homme	M0H	443	0:21:55	0:43:29	0:55:19	1:06:55	1:35:31
2938.	2999	FRCRESTEY BENOIT	USM MALAKOFF	Homme	M1H	274	0:21:48	0:43:25	0:55:17	1:06:40	1:35:31
2939.	7836	FRPUYUELO PIERRE-NICOLAS		Homme	M0H	444	0:22:22	0:44:23	0:56:09	1:07:32	1:35:31
2940.	4202	***** DOSSARD INCONNU					0:22:34	0:44:09		1:07:12	1:35:31
2941.	3055	FRLECONTE GERMAIN		Homme	SEH	1474	0:23:33	0:45:37	0:57:30	1:08:31	1:35:31
2942.	8332	FRMERLIN AUGUSTIN		Homme	M0H	445	0:23:56	0:47:00	0:58:29	1:09:22	1:35:31
2943.	10219	FRLECCA ALICE		Femme	SEF	171	0:23:17	0:45:33	0:57:15	1:08:20	1:35:32
2944.	5094	RIBEIRO PHILIPPE		Homme	M2H	191	0:22:14	0:43:34	0:55:21	1:06:50	1:35:32
2945.	11513	FRLE BRAS JEANNE		Femme	SEF	172		0:44:11	0:55:49	1:07:13	1:35:32
2946.	5227	FRHATTE JEROME		Homme	M2H	192	0:22:50	0:45:04	0:56:54	1:08:08	1:35:32
2947.	5111	FRMOHALI HIDRISSE		Homme	M2H	193	0:23:43	0:46:36	0:58:13	1:09:04	1:35:32
2948.	11443	FRLOISEL LUCIE	RUN UP NANTERRE	Femme	SEF	173	0:22:53	0:44:57	0:56:43	1:07:59	1:35:33
2949.	130	FRGUILLON FRANÇOIS		Homme	M2H	194	0:22:32	0:44:30	0:55:55	1:07:05	1:35:33
2950.	5113	FRRIBADEIRA STEVE		Homme	M1H	275	0:23:44	0:46:37	0:58:13	1:09:04	1:35:33
2951.	4633	FRSCELO THIBAULT	CLUB ATHLETISME DE PUTEAUX 92	Homme	M1H	276	0:21:43	0:44:20	0:56:09	1:07:36	1:35:35
2952.	7486	FRVARDANYAN ARTHUR		Homme	M2H	195	0:22:31	0:44:37	0:56:18	1:07:35	1:35:35
2953.	6428	FRDE LASSUS GAÉTAN		Homme	SEH	1475	0:22:52	0:44:48	0:56:27	1:07:51	1:35:35
2954.	10282	FRCHARVERIAT ESTELLE		Femme	SEF	174	0:22:50	0:44:47	0:56:29	1:07:50	1:35:35
2955.	3978	FRAUGUSTIN TANGUY		Homme	SEH	1476	0:23:10	0:45:27	0:57:07	1:08:21	1:35:35
2956.	6148	ARFELIPPA MARCOS		Homme	SEH	1477	0:23:08	0:45:08	0:56:42	1:07:35	1:35:35
2957.	4503	FRROGER CORENTIN		Homme	SEH	1478	0:23:22	0:45:15	0:56:56	1:08:02	1:35:35
2958.	7436	FRCOCHARD ARMAND		Homme	SEH	1479	0:22:40	0:45:00	0:56:52	1:07:58	1:35:36
2959.	11784	FRJEGU ANNE-LISE		Femme	M0F	31	0:22:42	0:44:55	0:56:37	1:07:50	1:35:36
2960.	1748	FRCAMACHO STEPHANE		Homme	M2H	196	0:23:39	0:45:27	0:57:04	1:08:11	1:35:36
2961.	10900	FRLATIMIER MARGAUX	AO CHARENTON	Femme	M1F	9	0:22:47	0:45:02	0:56:55	1:08:20	1:35:37
2962.	2129	FRANGELVY ADRIEN		Homme	SEH	1480	0:23:00	0:45:26	0:57:11	1:08:18	1:35:37
2963.	11736	FRGERARD CLAIRE		Femme	SEF	175	0:23:34	0:45:30	0:57:12	1:08:21	1:35:37
2964.	10877	FRCALVIGNAC LAURIE		Femme	M0F	32	0:23:01	0:45:01	0:56:48	1:08:04	1:35:38
2965.	5326	FRAZOUZI RIYAD		Homme	ESH	66	0:23:35	0:46:03	0:57:49	1:09:02	1:35:38
2966.	6190	FRDELORME CHRISTOPHE		Homme	M4H	54	0:23:24	0:45:23	0:57:19	1:08:46	1:35:38
2967.	7218	FRBARROU THIBAUT		Homme	SEH	1481	0:22:35	0:44:38	0:56:18	1:07:21	1:35:39
2968.	4806	FRREY BAPTISTE		Homme	SEH	1482	0:23:47	0:46:08	0:57:40	1:08:30	1:35:39
2969.	8416	FRGACHES LOUIS		Homme	SEH	1483	0:21:34	0:42:39	0:54:13	1:06:29	1:35:40
2970.	2536	FRLEFORESTIER MAXENCE		Homme	JUH	8	0:22:47	0:44:37	0:56:19	1:07:25	1:35:40
2971.	2041	FRBILLET SYLVAIN		Homme	M0H	446	0:22:07	0:44:01	0:55:56	1:07:17	1:35:40
2972.	2857	ITFUMAGALLI MATTIA		Homme	SEH	1484	0:22:29	0:44:27	0:56:24	1:07:35	1:35:40
2973.	11778	FRDHONDT LYSIANE		Femme	SEF	176	0:24:05	0:47:01	0:58:39	1:09:31	1:35:41
2974.	10359	GBAXINN TALLULAH		Femme	SEF	177	0:23:07	0:45:14	0:56:50	1:07:57	1:35:42
2975.	10432	FRWLOTZKA STEPHANIE		Femme	M2F	16	0:22:41	0:44:51	0:56:33	1:07:48	1:35:42
2976.	4315	***** DOSSARD INCONNU					0:23:21	0:45:41	0:57:28	1:08:38	1:35:42
2977.	4849	FRMOULIN-SÉNÉCHAL QUENTIN		Homme	ESH	67	0:23:38	0:45:58	0:57:37	1:08:33	1:35:42
2978.	12366	FRKLEIN CATHERINE		Femme	SEF	178	0:22:31	0:44:33	0:56:23	1:07:47	1:35:43
2979.	10227	FRROUCH CAMILLE		Femme	SEF	179	0:22:28	0:44:35	0:56:19	1:07:38	1:35:43
2980.	8618	FRMAILLOT MATTHIEU		Homme	M1H	277	0:21:19	0:42:33	0:54:24	1:06:21	1:35:43
2981.	1009	FRGOUTAUDIER FABIEN	ASFI VILLEJUIF ATHLETISME	Homme	M3H	151	0:22:44	0:44:51	0:56:41	1:07:56	1:35:45
2982.	10327	FRVERGNIERES ANNE		Femme	SEF	180	0:23:42	0:46:16	0:58:00	1:09:09	1:35:45
2983.	3253	FRFOUCAULT SÉBASTIEN		Homme	M3H	152	0:22:35	0:44:46	0:56:48	1:07:59	1:35:45
2984.	5336	COMTE HADRIEN		Homme	SEH	1485	0:25:05	0:48:07	0:59:52	1:10:59	1:35:45
2985.	1518	FRNERZIC JEREMIE		Homme	M2H	197	0:22:46	0:44:42	0:56:24	1:07:43	1:35:45
2986.	1399	FRREYNAUD MATTHIEU		Homme	SEH	1486	0:23:26	0:45:51		1:08:41	1:35:45
2987.	7790	POIRIER PAUL		Homme	SEH	1487	0:21:54	0:43:52	0:56:10	1:07:18	1:35:45
2988.	1473	FRBERTHELOT VALENTIN		Homme	SEH	1488	0:23:13	0:45:26	0:57:10	1:08:20	1:35:46
2989.	6596	FRNEVES ALMERINDO		Homme	M3H	153	0:23:17	0:45:09	0:56:49		1:35:46
2990.	5845	FRBRULTEY PATRICK		Homme	M4H	55	0:23:27	0:45:53	0:57:36	1:08:41	1:35:47
2991.	4981	FRFONTAINE HUGO	AS VOLTAIRE (CHATENAY-MAL)	Homme	SEH	1489	0:22:44	0:44:48	0:56:30	1:07:49	1:35:47
2992.	4830	LECOMTE FRANCOIS		Homme	M2H	198	0:24:31	0:47:21	0:59:00	1:09:46	1:35:47
2993.	7642	FRCÔMES PIERRE-CYRIL		Homme	M0H	447	0:24:12	0:46:47	0:58:26	1:09:28	1:35:47
2994.	74	FRDUBRAY QUENTIN		Homme	M0H	448	0:22:14	0:43:59	0:55:52	1:07:16	1:35:48
2995.	5676	FRSINGLA MANUEL		Homme	SEH	1490	0:22:55	0:45:14	0:57:11	1:08:14	1:35:48
2996.	5012	FRCAVELIER TIMOTHEE		Homme	JUH	9	0:23:13	0:45:41	0:57:19	1:08:17	1:35:48
2997.	1684	GUENOUN JONAS		Homme	SEH	1491	0:23:54	0:46:25	0:58:10	1:09:11	1:35:48
2998.	6322	FRRAFFAILLAC-DESFOSSE QUENTIN	S/L ENTENTE MT ST AIGNAN MAROMME	Homme	SEH	1492	0:22:38	0:44:58	0:56:46	1:08:06	1:35:50
2999.	9477	FRDESROZIERS AMÉLIE		Femme	SEF	181	0:22:16	0:44:22	0:56:23	1:07:49	1:35:51
3000.	7388	FRJOSEPH ANTOINE		Homme	SEH	1493	0:22:01	0:44:02	0:55:43	1:07:35	1:35:51
3001.	2387	TNNIZAR BOUAZIZI		Homme	M0H	449	0:23:43	0:46:56	0:59:19	1:09:44	1:35:51
3002.	6621	BRUNEAU SÉBASTIEN		Homme	M2H	199	0:22:51	0:45:02	0:56:49	1:08:07	1:35:51
3003.	1521	FRBERNARD ANTHONY		Homme	SEH	1494	0:25:37	0:49:18		1:10:24	1:35:51
3004.	1139	FRHEMONO BENOIT		Homme	M3H	154	0:22:59	0:45:09	0:56:53	1:08:08	1:35:52
3005.	4429	BOTTIER FLORENT		Homme	M3H	155	0:22:40	0:44:38		1:07:48	1:35:53
3006.	4426	ALGUACIL JÉRÔME		Homme	M2H	200	0:22:39	0:44:37	0:56:24	1:07:47	1:35:53
3007.	4032	FRBERANGER BENOIT	UA SOCIETE GENERALE	Homme	M2H	201	0:22:35	0:44:26	0:56:07	1:07:17	1:35:53
3008.	1983	FRROIGT SIMON		Homme	SEH	1495	0:22:33	0:44:26	0:56:10	1:07:22	1:35:53
3009.	3777	FRDE VITRY D'AVAUCOURT GEOFFROY		Homme	M0H	450	0:22:20	0:44:20	0:56:05		1:35:53
3010.	5381	FRGAZAGNES JEAN-MARIE		Homme	M4H	56	0:22:55	0:45:15	0:57:02	1:08:21	1:35:53
3011.	70	FRSANTY ALEXIS		Homme	M0H	451	0:23:29	0:45:57	0:57:46	1:08:50	1:35:54
3012.	3008	FRBENARD JULIEN		Homme	M2H	202	0:23:16	0:45:02	0:57:05	1:08:02	1:35:54
3013.	1467	FRPOYE MAXIME		Homme	SEH	1496	0:22:57	0:45:22	0:56:45	1:07:47	1:35:54
3014.	6315	FRLACHENAIT RAPHAËL		Homme	ESH	68	0:25:12	0:49:03	1:00:12	1:10:42	1:35:54
3015.	8167	FRDOREAU STANISLAS		Homme	SEH	1497	0:22:03	0:43:39	0:55:23	1:06:44	1:35:55
3016.	11044	FRCASANAVE LOU	SAM PARIS 12	Femme	M1F	10	0:22:40	0:44:33	0:56:16	1:07:34	1:35:55
3017.	7853	FRLABRE MICKAEL		Homme	SEH	1498	0:25:27	0:48:19	0:59:52	1:10:54	1:35:55
3018.	3505	FRPLANAGUMA ANTONIN		Homme	SEH	1499	0:22:56	0:44:34	0:56:17	1:07:36	1:35:55
3019.	2184	FRVARELA HUGO		Homme	SEH	1500	0:23:38	0:46:07	0:57:54	1:08:57	1:35:56
3020.	115633	***** DOSSARD INCONNU					0:27:51	0:48:59	0:59:54	1:10:20	1:35:57
3021.	200	FRLATTES MATTHIEU	SC UNIVERSITAIRE DE FRANCE	Homme	M1H	278	0:22:49	0:45:09	0:56:52	1:07:59	1:35:57
3022.	10029	FRSURCOUF LÉA		Femme	SEF	182	0:23:41	0:46:09	0:57:49		1:35:57
3023.	2338	TNDRIDI ABDESSALEM		Homme	M1H	279	0:22:52	0:44:57	0:56:46	1:08:00	1:35:57
3024.	2991	FRKARAMOKO ALI		Homme	M1H	280	0:23:21	0:45:40	0:57:32	1:08:54	1:35:59
3025.	7996	FRCANNESSON AMAURY		Homme	SEH	1501	0:23:47	0:46:18	0:57:56	1:09:05	1:35:59
3026.	2722	FRMETZGER EMMANUEL		Homme	M0H	452	0:23:01	0:45:24	0:57:27	1:08:36	1:35:59
3027.	1624	FRBLASE HERVÉ		Homme	M0H	453	0:21:58	0:43:54	0:55:32	1:06:59	1:36:00
3028.	6030	FRAKARI SOFIANE		Homme	M0H	454	0:23:43	0:45:34		1:08:27	1:36:00
3029.	6960	FRROPERO XAVIER		Homme	SEH	1502	0:23:19	0:44:47	0:56:48	1:08:06	1:36:01
3030.	7122	FRMÉNAGE EMMANUEL		Homme	SEH	1503	0:24:54	0:47:31	0:59:20	1:10:04	1:36:01
3031.	10865	FRLENDAIS EMILIE	RACING MULTI ATHLON	Femme	SEF	183	0:23:46	0:46:16	0:57:52	1:08:54	1:36:02
3032.	230	FRBERROU NICOLAS		Homme	SEH	1504	0:23:00	0:45:03	0:56:59	1:08:14	1:36:03
3033.	210	FRHERGAULT FRANCK		Homme	M4H	57	0:23:09	0:45:37	0:57:20	1:08:28	1:36:03
3034.	5260	FRNIEDZIELSKI MICHAEL		Homme	M2H	203	0:23:30				1:36:04
3035.	7121	FRFLORET NICOLAS	SAM PARIS 12	Homme	M3H	156	0:22:53	0:45:16	0:57:04	1:08:17	1:36:04
3036.	3572	FRROZAN ANATOLE		Homme	SEH	1505	0:22:27	0:43:38	0:55:46		1:36:04
3037.	1265	FRSILVA CÉDRIC		Homme	M1H	281	0:23:42	0:45:41	0:57:34		1:36:04
3038.	5200	FRSCRUMEDA MAXIM		Homme	SEH	1506	0:22:36	0:44:40	0:56:45	1:08:07	1:36:06
3039.	1564	FRFAVREAU FRÉDÉRIC		Homme	M3H	157	0:22:54	0:45:20	0:57:06	1:08:23	1:36:06
3040.	5846	FRKHONEKHAMMY JULIEN		Homme	M0H	455	0:22:22	0:43:54	0:55:17	1:06:44	1:36:07
3041.	4352	FRBASTIDE GABRIEL		Homme	SEH	1507	0:21:37	0:42:35	0:54:17	1:06:13	1:36:07
3042.	11885	FRHAINAUT CAROLE	S/L PLESSIS ROBINSON AC	Femme	M2F	17	0:23:10	0:45:33	0:57:22	1:08:35	1:36:07
3043.	7828	FRBOURSEAU FÉLIX		Homme	SEH	1508	0:24:07	0:46:35	0:58:05	1:08:57	1:36:07
3044.	5523	FRJURAND QUENTIN		Homme	SEH	1509	0:22:22	0:44:21	0:56:16	1:07:48	1:36:08
3045.	2929	FRGUIRAUD LOUIS		Homme	M0H	456	0:23:29	0:46:31	0:58:20	1:09:57	1:36:08
3046.	9925	FRAUBERT ELSA	SURESNES PASSION ATHLE MARATHON	Femme	M0F	33	0:23:12	0:45:20	0:57:12	1:08:25	1:36:08
3047.	6899	FRRONSIN-COUMEL JAMES		Homme	SEH	1510	0:24:08	0:46:50	0:58:48	1:09:51	1:36:08
3048.	3009	FRLEBRUN-GRANDIÉ MATHIEU		Homme	SEH	1511	0:23:35	0:45:53	0:57:31	1:08:47	1:36:08
3049.	6450	FRMONTEIRO PEDRO		Homme	M1H	282	0:22:34	0:44:31	0:56:32	1:07:51	1:36:09
3050.	6739	FRBOEDEC DYLAN		Homme	SEH	1512	0:22:33	0:44:19	0:56:16	1:07:53	1:36:10
3051.	161	FRBIRON PAUL		Homme	M1H	283	0:23:08	0:45:37	0:57:24	1:08:48	1:36:10
3052.	1563	FRGAUTIER THOMAS		Homme	SEH	1513	0:23:30	0:45:50	0:57:34	1:08:41	1:36:10
3053.	5830	FRMARCEL HUGO		Homme	SEH	1514	0:21:30	0:43:17	0:55:08	1:06:31	1:36:11
3054.	4734	FRVALDANT GUILLAUME		Homme	M2H	204	0:23:18	0:45:43	0:57:30	1:08:44	1:36:11
3055.	7322	FRHONGRE ARTHUR		Homme	SEH	1515	0:22:43	0:44:46	0:56:27	1:07:41	1:36:11
3056.	5295	FRMALGRAS CYRIL		Homme	M3H	158	0:23:11	0:45:47	0:57:38	1:08:53	1:36:12
3057.	2361	FRCOHEN JEAN-FRANCOIS		Homme	M3H	159	0:23:48	0:46:29	0:58:10	1:09:23	1:36:12
3058.	9104	FRWU CAMILLE		Femme	SEF	184	0:23:29	0:45:52	0:57:41	1:08:56	1:36:12
3059.	6368	FRDUMANOIS PAUL		Homme	M4H	58	0:22:33	0:44:49	0:56:46	1:08:23	1:36:13
3060.	887	FRMICHEL QUENTIN		Homme	SEH	1516	0:23:21	0:45:26	0:57:09	1:08:11	1:36:13
3061.	12218	FRLECLUSE ADELINE		Femme	M0F	34	0:23:20	0:45:28	0:57:17	1:08:30	1:36:13
3062.	5909	FRTAUPIN ETIENNE		Homme	SEH	1517	0:21:46	0:43:09	0:54:53	1:06:19	1:36:14
3063.	8862	FRCONNAN ALICE		Femme	M0F	35	0:23:29	0:46:15	0:58:11	1:09:26	1:36:14
3064.	8934	FRMIMRAN ARIANE		Femme	SEF	185	0:23:40	0:45:48	0:57:40	1:08:56	1:36:14
3065.	5465	FRRODET ALEXANDRA		Femme	SEF	186	0:24:03	0:47:00	0:58:53	1:10:06	1:36:15
3066.	191	FRTENOT CHARLES		Homme	M0H	457	0:23:46	0:46:24	0:58:03	1:09:09	1:36:15
3067.	7629	FRTHIRKELL FREDERIC		Homme	M5H	31	0:22:06	0:43:46	0:55:34	1:07:03	1:36:16
3068.	6056	FRTRUONG GABRIEL		Homme	SEH	1518	0:23:02	0:45:04	0:56:43	1:07:51	1:36:16
3069.	7040	FRCALLEJA VALENTIN		Homme	SEH	1519	0:24:25	0:47:18		1:09:57	1:36:16
3070.	7646	FRBELLANGER DE REBOURSEAUX AMAURY		Homme	SEH	1520	0:23:33	0:46:06	0:57:56	1:08:53	1:36:16
3071.	1132	FRMAJOREL MATHIEU	RUNNING VINCENNES ASSOCIATION	Homme	M0H	458	0:22:00	0:44:03	0:56:02	1:07:47	1:36:17
3072.	6417	FRBONDAREFF PIERRE		Homme	M1H	284	0:22:53	0:44:46	0:56:37	1:08:00	1:36:17
3073.	486	FRTRAXER CHARLES		Homme	SEH	1521	0:23:36	0:44:59	0:56:36	1:07:45	1:36:18
3074.	3478	FRTREMEY GUSTAVE		Homme	ESH	69	0:22:23	0:44:31	0:56:36	1:08:07	1:36:19
3075.	7295	FRNOUANVIENG ANTHONY		Homme	SEH	1522	0:23:04	0:46:17	0:57:54	1:09:19	1:36:19
3076.	1818	LEON MAYEUL		Homme	M2H	205	0:22:15	0:44:19	0:56:02	1:07:19	1:36:19
3077.	9397	FRDOUILLET MARINE		Femme	SEF	187	0:25:00	0:47:30	0:59:29	1:10:21	1:36:19
3078.	6361	FRLÈRE BASILE		Homme	SEH	1523	0:24:02	0:46:11	0:58:07	1:09:14	1:36:19
3079.	7577	FRESTIVAL FÉLIX		Homme	SEH	1524	0:23:10	0:45:19	0:57:07	1:08:22	1:36:20
3080.	7000	FRPETIT RAPHAEL		Homme	M3H	160	0:23:04	0:45:21	0:57:39	1:08:47	1:36:20
3081.	8868	FRLISON SOPHIE	S/L VGA COMPIEGNE	Femme	M2F	18	0:22:10	0:44:24	0:56:23	1:08:02	1:36:21
3082.	9625	FRBAILLARD SOLÈNE		Femme	SEF	188	0:23:11	0:45:30	0:57:17	1:08:48	1:36:21
3083.	107	FRGONNET PATRICK	IBM FRANCE PARIS	Homme	M3H	161	0:22:06	0:43:41	0:55:25	1:06:40	1:36:22
3084.	6000	FRCARESSA MATTHIEU		Homme	M0H	459	0:23:11	0:45:25	0:57:05	1:08:18	1:36:22
3085.	3337	FRVALEM THOMAS		Homme	SEH	1525	0:23:38	0:46:17	0:58:10	1:09:27	1:36:23
3086.	6613	FRDIALLO BUBACAR		Homme	M1H	285	0:23:03	0:45:14	0:57:09	1:08:37	1:36:23
3087.	2738	FRISEMANN JEAN-CHRISTOPHE		Homme	M0H	460	0:23:47	0:46:34	0:58:34	1:09:42	1:36:24
3088.	2325	FRANGELO FABIO		Homme	SEH	1526	0:23:51	0:46:02	0:58:30	1:09:32	1:36:24
3089.	6314	FRLACHENAIT VICTOR		Homme	SEH	1527	0:25:13	0:49:03	1:00:14	1:10:42	1:36:25
3090.	3074	FRDUPONT BENJAMIN		Homme	M0H	461	0:22:35	0:45:21	0:57:19	1:08:35	1:36:26
3091.	308	FRBAILLY NICOLAS		Homme	M1H	286	0:23:33	0:45:56	0:57:51	1:09:03	1:36:26
3092.	7230	FRDONNY MICKAËL	AC CAUFFRY-LIANCOURT-RANT-LAIG	Homme	M1H	287	0:23:28	0:45:54	0:57:58	1:09:19	1:36:28
3093.	11939	FRLE BRIS GWENAËLLE		Femme	SEF	189	0:23:49	0:46:22	0:58:08	1:09:11	1:36:28
3094.	811	FRCHOUANE JEAN-BAPTISTE		Homme	SEH	1528	0:23:49	0:46:22	0:58:09	1:09:10	1:36:28
3095.	7103	PINOCHET ANTOINE		Homme	ESH	70	0:23:43	0:45:48	0:57:34	1:08:42	1:36:28
3096.	5126	FRJOURDIER PAUL		Homme	M2H	206	0:23:19	0:45:33	0:57:14	1:08:26	1:36:29
3097.	35	GHAZI-JERNITI RAFIK		Homme	M3H	162	0:22:13	0:44:18	0:56:21	1:07:58	1:36:30
3098.	143	MEVIL-BLANCHE ALEXANDRE		Homme	M0H	462	0:22:52	0:45:14	0:57:32	1:08:48	1:36:30
3099.	11202	ITPANSERI CLAUDIA	UFIT ATHLETIC CLUB PUTEAUX	Femme	M3F	7	0:23:00	0:45:32	0:57:23	1:08:44	1:36:30
3100.	7357	FRLEVIS ALEXANDRE		Homme	SEH	1529	0:22:14	0:43:51	0:55:54	1:07:29	1:36:30
3101.	3216	FRCONDON JORDANE		Homme	SEH	1530	0:24:16	0:46:37	0:58:18		1:36:30
3102.	398	FRFRANCOIS LUCAS		Homme	SEH	1531	0:22:58	0:45:56	0:58:22	1:09:56	1:36:30
3103.	11321	FRECREPONT LOUISE		Femme	SEF	190	0:25:06	0:47:12	0:58:48	1:09:50	1:36:30
3104.	5412	GBWOODCOCK SIMON		Homme	SEH	1532	0:23:37	0:46:18	0:58:10	1:09:21	1:36:31
3105.	11386	FRBOIGNÉ LAURA		Femme	SEF	191	0:23:47	0:46:21	0:58:02	1:09:08	1:36:31
3106.	3923	***** DOSSARD INCONNU					0:21:40	0:44:58	0:58:05		1:36:32
3107.	10109	FRBURET MELANIE		Femme	SEF	192	0:23:29	0:46:02	0:58:04	1:09:13	1:36:32
3108.	1893	FRPOTHIER MICHAEL		Homme	SEH	1533	0:22:34	0:44:21	0:56:23	1:07:51	1:36:32
3109.	3059	FRBAUDOT PAUL		Homme	SEH	1534	0:22:51	0:45:00	0:56:48	1:07:53	1:36:33
3110.	8505	FRPROFILLET LOIC		Homme	SEH	1535	0:23:41	0:46:46	0:58:49	1:10:18	1:36:33
3111.	6110	FRRATSIMBA HASINA		Homme	SEH	1536	0:23:33	0:46:40	0:58:37	1:09:52	1:36:33
3112.	11465	FRBROGLIN MANON		Femme	SEF	193	0:22:47	0:44:54	0:57:05	1:08:28	1:36:35
3113.	8184	FRBRIEND AXEL		Homme	M2H	207	0:23:21	0:45:45	0:57:29	1:08:47	1:36:35
3114.	2880	FRNAUD VINCENT		Homme	M3H	163	0:23:47	0:45:43	0:57:27	1:08:34	1:36:37
3115.	8282	FRVERGNE ANTOINE		Homme	SEH	1537	0:22:40	0:44:39	0:56:26	1:07:47	1:36:37
3116.	2241	FRKOROBETSKI ARNAUD		Homme	M2H	208	0:23:11	0:45:16	0:57:17	1:08:28	1:36:37
3117.	6975	FRBIENASSIS MAXIME		Homme	SEH	1538	0:23:47	0:46:25	0:58:07	1:09:11	1:36:38
3118.	5825	FRSOULARD FREDERIC		Homme	M2H	209	0:21:50	0:43:52	0:56:06	1:07:43	1:36:38
3119.	8806	FRSELS CHARLES		Homme	M2H	210	0:23:41	0:46:28	0:58:12	1:09:25	1:36:39
3120.	6926	FRD'ARAMON ITHIER		Homme	ESH	71	0:23:56	0:46:51		1:09:55	1:36:39
3121.	3624	FRAYED NIZAR		Homme	M2H	211	0:22:41	0:45:00	0:56:56	1:08:12	1:36:39
3122.	2320	FRLACROIX RAPHAEL		Homme	M0H	463	0:23:38	0:46:29	0:58:18	1:09:29	1:36:39
3123.	214	FRSWIERCZEK MATHIEU		Homme	SEH	1539	0:23:22	0:45:55	0:57:45	1:09:01	1:36:39
3124.	7597	FRMONNIER PATRICK		Homme	M1H	288	0:23:06	0:45:23	0:57:21	1:08:51	1:36:40
3125.	7373	FRBAILLY-BECHET VINCENT		Homme	SEH	1540	0:24:09	0:46:58	0:58:59	1:09:54	1:36:40
3126.	6560	FRALTEIRAC ALEXIS		Homme	SEH	1541	0:23:37	0:46:00	0:57:53	1:08:56	1:36:41
3127.	3467	FRLAMMENS ALEXANDRE		Homme	SEH	1542	0:22:47	0:44:49	0:56:28	1:07:55	1:36:42
3128.	1520	FRLAFIN ELIE		Homme	SEH	1543	0:23:44	0:46:19	0:58:17	1:09:24	1:36:42
3129.	8794	FRALLOUARD CLEMENT		Homme	SEH	1544	0:23:36	0:46:18	0:58:07	1:09:20	1:36:42
3130.	8345	FRCHERON JULIEN		Homme	M2H	212	0:22:03	0:44:24	0:57:03	1:08:24	1:36:43
3131.	4000	FRKLETZ DAVID		Homme	SEH	1545	0:22:25	0:44:50	0:57:32	1:08:55	1:36:43
3132.	9250	FRHAMELIN EUGÉNIE		Femme	SEF	194	0:24:04	0:46:50	0:58:43	1:09:52	1:36:43
3133.	168	FRSREY KEVIN		Homme	M0H	464	0:22:44	0:44:53			1:36:44
3134.	8502	FRLAPEYRE THOMAS		Homme	SEH	1546	0:22:41	0:44:56	0:56:45	1:08:04	1:36:44
3135.	4552	FRESPOSITO GERMAIN		Homme	M1H	289	0:24:04	0:46:29	0:58:26	1:09:38	1:36:44
3136.	8638	FRPRONIER NICOLAS		Homme	M4H	59	0:22:21	0:44:34	0:56:35	1:08:12	1:36:45
3137.	6594	FRMOUGEL HUGO		Homme	SEH	1547	0:24:04	0:47:31	0:59:42	1:10:42	1:36:45
3138.	870	FRCRAEYE ELIOTT		Homme	SEH	1548	0:24:17	0:47:03	0:59:02	1:10:15	1:36:45
3139.	2115	FRBIASOLI CHRISTOPHE		Homme	M2H	213	0:23:30	0:45:47	0:57:47	1:08:57	1:36:46
3140.	7557	FRBESREST OLIVIER		Homme	M2H	214	0:23:24	0:45:48	0:57:38	1:08:54	1:36:46
3141.	4084	FRLE BOURLOUT VALENTIN		Homme	SEH	1549	0:23:54	0:46:36	0:58:22	1:09:30	1:36:46
3142.	5961	FRKEFAL YOUSSEF		Homme	M0H	465	0:23:42	0:45:55	0:57:46	1:09:19	1:36:46
3143.	4221	FRGUILBERT NIELS		Homme	SEH	1550	0:24:05	0:46:44	0:58:49	1:10:13	1:36:46
3144.	5978	CHLAPRAZ DENIS		Homme	ESH	72	0:23:32	0:46:48	0:58:49	1:10:11	1:36:46
3145.	3933	FRGORE CHARLES		Homme	M0H	466	0:23:51	0:45:43	0:57:29	1:08:45	1:36:46
3146.	2090	FRHARTER ELIOTT		Homme	SEH	1551	0:21:17	0:46:08	1:00:24	1:11:11	1:36:47
3147.	5900	FRHELARY THOMAS		Homme	M3H	164	0:22:44	0:45:09	0:56:58	1:08:21	1:36:47
3148.	5834	FRVINCENT HOTTELART		Homme	M0H	467	0:24:11	0:46:56	0:58:31	1:09:50	1:36:47
3149.	9751	FRROY EMMA		Femme	SEF	195	0:23:24	0:46:10	0:57:58	1:09:15	1:36:47
